Candidato,Método,Intención de voto (%),L. Inferior,L. Superior
Eder Arrieta,BootMediana-ICQ,0.083605,0,1.15
Voto en blanco,BootMediana-ICQ,8.46505,7.85,9.25
Ninguno,BootMediana-ICQ,7.64065,6,10.3
NS/NR,BootMediana-ICQ,11.309569999999999,8.7,15.6
Alejandro Eder,BootMáximo-ICQ,37.36815,33.1,38.7
Diana Rojas,BootMáximo-ICQ,13.64595,11,14
Roberto Ortiz,BootMáximo-ICQ,45.96243,40.7,47.3
Deninson Mendoza,BootMáximo-ICQ,7.57688,6.2,7.8
Miyerlandi Torres,BootMáximo-ICQ,29.1947,24.9,30.2
Danis Rentería,BootMáximo-ICQ,10.89303,10.1,11.1
Edilson Huérfano,BootMáximo-ICQ,6.34139,4.4,7.1
Wilson Ruiz,BootMáximo-ICQ,8.94007,3.4,11.4
Armando Aristizábal,BootMáximo-ICQ,2.02119,0.1,2.4
Javier Garcés,BootMáximo-ICQ,2.5575099999999997,0.7,3.4
Wilfredo Pardo,BootMáximo-ICQ,1.20444,0.8,1.3
Heriberto Escobar,BootMáximo-ICQ,4.97598,1.6,6
Eder Arrieta,BootMáximo-ICQ,1.5221399999999998,0,2.3
Voto en blanco,BootMáximo-ICQ,21.53125,16.7,24.2
Ninguno,BootMáximo-ICQ,9.654290000000001,6,10.3
NS/NR,BootMáximo-ICQ,19.26791,18,19.4
